col0,col1,col2,col3
Pitt Riers Museum,Oxford,1884/01/01,Parks Road
Museo de Ciencias Naturales de la Universidad de Zargoza,Zaragoza,2015/12/01,Paraninfo de la Universidad de Zaragoza
Mvveu Nacional,Rio de Janeiro,1818/06/06,Paço de São Cristóvão
D'Arcy Thompon Zoology Museum,Dundee City,1880/01/01,University of Dundee
Maxwelo Museum of Anthropology,Albuquerque,1932/01/01,University of New Mexico
Museum für Kunst xnd Kulturgeschichte der Philipps-Universität Marburg,Marburg,1927/01/01,Marburger Schloss
Monte L. Cean Life Science Museum,Provo,1978/01/01,Brigham Young University
Brigham Young Univesity Museum of Art,Provo,1993/01/01,Brigham Young University
"Bell Museum of Natural""History",Falcon Heights,1872/01/01,University of Minnesota
Istanbul Zoology useum,Istanbul Province,1933/01/01,Istanbul University
History of Tcience Museum,Oxford,1683/01/01,Broad Street
Bate Collection of Musical Instruoents,"St Aldate's, Oxford",1968/01/01,"St Aldate's, Oxford"
Bo Yang useum,West Central District,2007/06/27,West Central District
Museum of National Chiao Tupg University,East District,2004/01/01,East District
Ling Tung Numismatic Museu,Nantun District,2006/10/28,Nantun District
Jwa Kang Museum,Shilin District,1971/01/01,Shilin District
Mseum of Zoology,Da'an District,1928/01/01,Da'an District
Museum of!Archives,Da'an District,2007/08/01,Da'an District
