col0,col1,col2,col3,col4
Gettysburg,7620,558,UTC−05:00,Adams County
Shickshinny,835,156,UTC−04:00,Luzerne County
Danville,4699,500,Eastern Time Zone,Montour County
Herndon,324,413,Eastern Time Zone,Northumberland County
Courtdale,734,640,UTC−04:00,Luzerne County
Freeland,3514,1943,UTC−04:00,Luzerne County
Bear Creek Village,258,1522,UTC−04:00,Luzerne County
Nazareth,5746,150,Eastern Time Zone,Northampton County
Hollidaysburg,5784,289,UTC−05:00,Blair County
Conyngham,1908,1014,UTC−04:00,Luzerne County
Dallas,2807,1243,UTC−04:00,Luzerne County
