col0,col1,col2,col3
Tokyo Yakult Swallows,Central League,Japan,Tokyo
Yomiuri Giants,Central League,Japan,Tokyo
San Rafael Pacifics,Pacific Association of Professional Baseball Clubs,United States of America,San Rafael
San Luis Atleticos,Arizona Winter League,United States of America,San Luis
San Diego Surf Dawgs,Arizona Summer League,United States of America,San Diego
St. Louis Stars,Negro league baseball,United States of America,Missouri
Yuma Scorpions,Arizona Winter League,United States of America,Yuma
Western Canada Miners,Arizona Winter League,United States of America,Yuma
Yuma Desert Rats,Golden Baseball League,United States of America,Yuma
Bethesda Big Train,Cal Ripken Collegiate Baseball League,United States of America,Bethesda
Bisbee-Douglas Copper Kings,Arizona-Mexico League,United States of America,Arizona
Bowie Baysox,Eastern League,United States of America,Prince George's Stadium
Cienfuegos Elefantes,Cuban National Series,Cuba,Cienfuegos
Arizona League Indians,Arizona League,United States of America,Goodyear
Scottsdale Scorpions,Arizona Fall League,United States of America,Phoenix
Tucson Padres,Pacific Coast League,United States of America,Tucson
Arizona League Athletics,Arizona League,United States of America,Phoenix
Chicago American Giants,Negro American League,United States of America,Chicago
New York Giants (PL),Players' League,United States of America,New York City
Pinar del Río Vegueros,Cuban National Series,Cuba,Pinar del Rio
