col0,col1,col2,col3
Archeologický ústav,Czech Academy of Sciences,Brno,Czech public research institution
CISPA – Helmholtz Center for Information Security,Saarland Informatics Campus,Saarbrücken,Gemeinnützige GmbH
Institute of Experimental Botany of the Czech Academy of Sciences,Czech Academy of Sciences,Prague,Czech public research institution
Institute of Plasma Physics of the Czech Academy of Sciences,Czech Academy of Sciences,Prague,Czech public research institution
Institute of Information Theory and Automation of the Czech Academy of Sciences,Czech Academy of Sciences,Prague,Czech public research institution
Institute of Mathematics of the Czech Academy of Sciences,Czech Academy of Sciences,Prague,Czech public research institution
Fondazione Federico Zeri,University of Bologna,Bologna,foundation
Institute of Scientific Instruments of the Czech Academy of Sciences,Czech Academy of Sciences,Brno,Czech public research institution
Institute of Physics of Materials,Czech Academy of Sciences,Brno,Czech public research institution
Institute of Slavonic Studies of the Academy of Sciences of the Czech Republic,Czech Academy of Sciences,Prague,Czech public research institution
Institute of Geophysics,Czech Academy of Sciences,Prague,Czech public research institution
Institute of Physiology of the Czech Academy of Sciences,Czech Academy of Sciences,Prague,Czech public research institution
Institute of Contemporary History of the Czech Academy of Sciences,Czech Academy of Sciences,Prague,Czech public research institution
