col0,col1,col2,col3
Contra Costa County,Alameda County,Martinez,opposite coast
Monterey County,San Luis Obispo County,Salinas,Monterey Bay
Sonoma County,Solano County,Santa Rosa,Sonoma
Alameda County,Contra Costa County,Oakland,Rancho Arroyo de la Alameda
Kern County,Los Angeles County,Bakersfield,Kern River
Orange County,Los Angeles County,Santa Ana,orange
Los Angeles County,Kern County,Burbank,Los Angeles
Tulare County,Kern County,Visalia,Tulare Lake
Imperial County,Yuma County,El Centro,Imperial Valley
Siskiyou County,Humboldt County,Yreka,Siskiyou Trail
San Bernardino County,Los Angeles County,San Bernardino,San Bernardino
San Luis Obispo County,Kern County,San Luis Obispo,San Luis Obispo
Amador County,San Joaquin County,Jackson,José María Amador
Mariposa County,Stanislaus County,Mariposa,Mariposa Creek
Stanislaus County,San Joaquin County,Modesto,Estanislao
Lassen County,Plumas County,Susanville,Peter Lassen
Butte County,Plumas County,Oroville,Sutter Buttes
Modoc County,Lassen County,Alturas,Modoc people
Merced County,Stanislaus County,Merced,Merced River
Plumas County,Butte County,Quincy,Feather River
