col0,col1,col2
Miho-Yonago Airport,Tokyo International Airport,Japan Air Self-Defense Force
Saga Airport,Tokyo International Airport,Saga Prefecture
Nanki-Shirahama Airport,Tokyo International Airport,Wakayama Prefecture
Mariehamn Airport,Turku Airport,Finavia
Toyama Airport,New Chitose Airport,Toyama Prefecture
Matsumoto Airport,New Chitose Airport,Nagano Prefecture
Oshima Airport,Chofu Airport,Tokyo
Seattle–Tacoma International Airport,Portland International Airport,Port of Seattle
Kumejima Airport,Naha Airport,Okinawa Prefecture
Minami-Daito Airport,Naha Airport,Okinawa Prefecture
Kōzushima Airport,Chofu Airport,Tokyo Metropolitan Government
Miyakejima Airport,Chofu Airport,Tokyo Metropolitan Government
Kitadaito Airport,Minami-Daito Airport,Okinawa Prefecture
Niijima Airport,Chofu Airport,Tokyo
Yonaguni Airport,New Ishigaki Airport,Okinawa Prefecture
Nal Airport,Jaipur International  Airport,Indian Air Force
Dzaoudzi Pamandzi International Airport,Prince Said Ibrahim International Airport,SNC-Lavalin
Tarama Airport,Miyako Airport,Okinawa Prefecture
Tsushima Airport,Nagasaki Airport,Nagasaki Prefecture
Rajahmundry Airport,Kempegowda International Airport,Airports Authority of India
