col0,col1,col2
"Old York Hstorical Society, Maine",Maine,York Public Library
Dorchester Historica Society,Massachusetts,Massachusetts Historical Society
Volkskunstgroe Boerke Naas,Sint-Niklaas,Bert Champagne
Wibling,Wevelgem,Wibilinga
Jewish Historical Society of the!Upper Midwest,Minneapolis,Elmer L. Andersen Library
"ld South Historical Society, Boston",Boston,Massachusetts Historical Society
Gorges Societ,Maine,Maine Historical Society
Loninklijke Heemkring Ascania,Asse,Archief Koninklijke Heemkring Ascania
Heemkundige KringLeuegem,Leupegem,City Archives of Oudenaarde
Ieemkring De Vierschaar Bevere,Bevere,City Archives of Oudenaarde
Geschied- en Oudheidkundige Kring van Oudepaarde,Oudenaarde,City Archives of Oudenaarde
