col0,col1,col2
General Electric,Thomas Alva Edison,1892-01-01
United Overseas Bank,Wee Kheng Chiang,1935-01-01
Yes Bank,Rana Kapoor,2003-01-01
Siam Commercial Bank,Jayanta Mongkol,1907-01-30
Housing Development Finance Corporation,Hasmukhbhai Parekh,1977-01-01
Metropolitan Bank and Trust Company,George Ty,1962-01-01
Sicredi,Theodor Amstad,1902-12-28
Sistema,Vladimir Yevtushenkov,1993-01-01
Punjab National Bank,Lala Lajpat Rai,1894-01-01
Maybank,Khoo Teck Puat,1960-05-31
Caja Laboral,José María Arizmendiarrieta,1959-01-01
Alfa Group,Mikhail Fridman,1989-01-01
N M Rothschild & Sons,Nathan Mayer Rothschild,1811-01-01
Business Development Bank of Canada,Parliament of Canada,1944-01-01
Reliance Capital,Dhirubhai Ambani,1986-01-01
Bank of Italy,Kingdom of Sardinia,1849-01-01
Gazprombank,Gazprom,1990-01-01
Saxo Bank,Lars Seier Christensen,1992-01-01
