col0,col1,col2
Association of Poles “White Eagle”,culture of Poland,2011-06-06
International Consortium of Investigative Journalists,database journalism,1997-01-01
Gehitu,LGBT rights,1997-01-01
Martha Organization,home economics,1899-03-29
Kepa,International development,1985-01-01
Woman's Christian Temperance Union,temperance movement,1873-01-01
Humtec,digital divide,2002-12-04
Centre for Applied Non Violent Actions and Strategies,nonviolence,2004-01-01
Seta,LGBT,1974-01-01
Afgana,Afghanistan,2007-03-26
Swiss Alliance of Consumer Organisations,consumer protection,2010-01-01
"The Tor Project, Inc",computer science,2006-12-01
European Roma Rights Centre,Roma rights,1996-01-01
British Interplanetary Society,space advocacy,1933-01-01
Confederation of Indigenous Nationalities of Ecuador,Indigenous rights,1986-01-01
International Council on Archives,archival science,1948-01-01
Elsham,human rights,1996-01-01
War Resisters League,peace,1923-01-01
International Union of Biological Sciences,biology,1919-01-01
"State Federation of Lesbians, Gays, Transsexuals and Bisexuals",LGBT rights,1992-01-01
