col0,col1,col2,col3
Qantas,Network Aviation,1920-01-01,Jetstar Pacific Airlines
Air China,Dalian Airlines,1988-01-01,Shandong Airlines
Air New Zealand,Air New Zealand Link,1940-01-01,Mount Cook Airline
Turkish Airlines,North Cyprus Airlines,1933-01-01,SunExpress
Iberia,Iberia Cargo,1927-01-01,Clickair
LATAM Brasil,ARPA – Aerolíneas Paraguayas,1961-01-01,TAM Cargo
Air New Zealand,Air New Zealand Link,1940-01-01,Eagle Airways
Hainan Airlines,Africa World Airlines,1989-01-01,Hong Kong Airlines
Air China,Dalian Airlines,1988-01-01,Shenzhen Airlines
Hainan Airlines,Africa World Airlines,1989-01-01,Servair
Scandinavian Airlines,SAS Business Opportunities,1946-08-01,Blue1
Air New Zealand,Air New Zealand Link,1940-01-01,Air Nelson
