col0,col1,col2,col3,col4
Comarcal Council of Baix Penedès,Spain,1988-03-09,Baix Penedès,comarcal councillor of Baix Penedès
Comarcal Council of Pla d'Urgell,Spain,1988-07-27,Pla d'Urgell,comarcal councillor of Pla d'Urgell
Comarcal Council of Baix Camp,Spain,1988-03-09,Baix Camp,comarcal councillor of Baix Camp
Comarcal Council of Conca de Barberà,Spain,1988-03-09,Conca de Barberà,comarcal councillor of Conca de Barberà
Comarcal Council of Cerdanya,Spain,1988-03-09,Cerdanya,comarcal councillor of Cerdanya
Comarcal Council of Alt Urgell,Spain,1988-03-09,Alt Urgell,comarcal councillor of Alt Urgell
Comarcal Council of Vallès Oriental,Spain,1988-03-09,Vallès Oriental,comarcal councillor of Vallès Oriental
Comarcal Council of Baix Ebre,Spain,1988-03-09,Baix Ebre,comarcal councillor of Baix Ebre
Comarcal Council of Alt Camp,Spain,1988-03-09,Alt Camp,comarcal councillor of Alt Camp
Comarcal Council of Urgell,Spain,1988-03-09,Urgell,comarcal councillor of Urgell
Comarcal Council of Anoia,Spain,1988-03-09,Anoia,comarcal councillor of Anoia
Comarcal Council of Tarragonès,Spain,1988-03-09,Tarragonès,comarcal councillor of Tarragonès
Comarcal Council of Noguera,Spain,1988-03-09,Noguera,comarcal councillor of Noguera
