col0,col1,col2,col3,col4
Istanbul Medipol University,private university,Turkish,2009-07-07,Fahrettin Koca
Stanford University,open-access publisher,English,1891-01-01,Leland Stanford
University of Southern California,open-access publisher,English,1880-10-06,Robert M. Widney
New York University,private not-for-profit educational institution,English,1831-01-01,Albert Gallatin
Brown University,private not-for-profit educational institution,English,1765-01-01,John Brown
Stanford University,private not-for-profit educational institution,English,1891-01-01,Leland Stanford
Princeton University,private not-for-profit educational institution,English,1746-01-01,John Witherspoon
University of Southern California,private not-for-profit educational institution,English,1880-10-06,Robert M. Widney
New York University,research university,English,1831-01-01,Albert Gallatin
Brown University,research university,English,1765-01-01,John Brown
Stanford University,research university,English,1891-01-01,Leland Stanford
Princeton University,research university,English,1746-01-01,John Witherspoon
University of Southern California,research university,English,1880-10-06,Robert M. Widney
Brown University,Colonial Colleges,English,1765-01-01,John Brown
