col0,col1,col2
Burwood Council,7,member of Burwood Council
Camden Council,9,member of Camden Council
Ku-ring-gai Council,10,member of Ku-ring-gai Council
Hornsby Shire Council,10,member of Hornsby Shire Council
Mosman Council,7,member of Mosman Council
Hunters Hill Municipal Council,7,member of Hunters Hill Municipal Council
Penrith City Council,15,member of Penrith City Council
Randwick City Council,15,member of Randwick City Council
North Sydney Council,10,member of North Sydney Council
Council of the Municipality of Kiama,9,member of Council of the Municipality of Kiama
Newcastle City Council,13,member of Newcastle City Council
Strathfield Municipal Council,7,member of Strathfield Municipal Council
City of Ryde Council,12,member of City of Ryde Council
Woollahra Municipal Council,15,member of Woollahra Municipal Council
Lane Cove Council,9,member of Lane Cove Council
Waverley Municipal Council,12,member of Waverley Municipal Council
