col0,col1,col2,col3,col4
"HHE Report No. HETA-87-387-2050, Ithaca College, Ithaca, New York",1990-06-01,formaldehyde,Daniel Almaguer,National Institute for Occupational Safety and Health
"HHE Report No. HETA-86-121-1923, Modern Plating Corporation, Freeport, Illinois",1988-09-01,chromium,Daniel Almaguer,National Institute for Occupational Safety and Health
"HHE Report No. HETA-93-0696-2395, Hardy Road Landfill, Akron, Ohio",1994-03-01,quartz,Randy L. Tubbs,National Institute for Occupational Safety and Health
"HHE Report No. HETA-81-138-1563, Fillmore Dole Mushrooms, Castle And Cooke Foods, Fillmore, Utah",1985-01-01,formaldehyde,Bobby J. Gunter,National Institute for Occupational Safety and Health
"HHE Report No. HETA-94-0103-2440, Johnson Controls, Inc., Lexington, Kentucky",1994-07-01,iron,Max J. Kiefer,National Institute for Occupational Safety and Health
Construction worker dies as a result of spraying coating material in confined space in California,1985-08-07,2-nitropropane,National Institute for Occupational Safety and Health,National Institute for Occupational Safety and Health
"Digester explosion kills two workers at wastewater treatment plant in Pennsylvania, February 6, 1987",1987-03-06,methane,National Institute for Occupational Safety and Health,National Institute for Occupational Safety and Health
"HETA Report No. HETA-83-422-L1965, Department of Energy, Martin Marietta Energy Systems, Inc., Health Evaluation of Y-12 Workers Formerly Exposed to Mercury",1987-05-01,mercury,National Institute for Occupational Safety and Health,National Institute for Occupational Safety and Health
"HHE Report No. HETA-93-1092-2461, UNR-Rohn Manufacturing, Peoria, Illinois",1994-09-01,aluminum,David A. Marlow,National Institute for Occupational Safety and Health
"HHE Report No. HETA-92-280-2310, NTN Bower Corporation, Hamilton, Alabama",1993-04-01,chromium,Douglas B. Trout,National Institute for Occupational Safety and Health
"HHE Report No. HETA-90-179-2172, National Park Service, Hawaii Volcanoes National Park, Hilo, Hawaii",1992-01-01,sulfur dioxide,Gregory A. Burr,National Institute for Occupational Safety and Health
"HHE Report No. HETA-88-262-2209, Egg Harbor Yacht, Inc., Egg Harbor City, New Jersey",1992-04-01,styrene,Edward L. Petsonk,National Institute for Occupational Safety and Health
"HHE Report No. HETA-86-053-1933, Gray Printing Company, Fostoria, Ohio",1988-10-01,isopropyl alcohol,Michael S. Crandall,National Institute for Occupational Safety and Health
"HHE Report No. HETA-91-305-2267, Siemens Energy and Automation, Inc., Norwood, Ohio",1992-11-01,nickel,Randy L. Tubbs,National Institute for Occupational Safety and Health
"HHE Report No. HETA-91-290-2131, New England Lead Burning Co. (NELCo), Eaton Metals, Salt Lake City, Utah",1991-08-01,lead,Thomas R. Hales,National Institute for Occupational Safety and Health
"HHE Report No. HETA-92-0101-2341, Robins Air Force Base, Warner Robins, Georgia",1993-08-01,(±)-limonene,Max J. Kiefer,National Institute for Occupational Safety and Health
"HHE Report No. HETA-94-0151-2475, General Electric Aircraft Engines, Madisonville, Kentucky",1994-11-01,cobalt,Max J. Kiefer,National Institute for Occupational Safety and Health
"Worker dies after lifting access cover on acid reclaim storage tank in Virginia, December 14, 1986",1987-03-10,hydrogen sulfide,National Institute for Occupational Safety and Health,National Institute for Occupational Safety and Health
"Worker dies while repairing a vacuum evaporator tank in Virginia, November 11, 1986",1987-02-24,sulfuric acid,National Institute for Occupational Safety and Health,National Institute for Occupational Safety and Health
Use of sulfuric acid results in two deaths in waste water holding tank in Pennsylvania,1985-05-15,sulfuric acid,National Institute for Occupational Safety and Health,National Institute for Occupational Safety and Health
