col0,col1,col2
SG Motor Gohlis-Nord,Leipzig,1949-01-01
Stadtturnverein Bern,Basel,1873-01-01
SpVgg Renningen,Renningen,1899-01-01
Roter Stern Leipzig,Conne Island,1999-02-01
SV Union Velbert,Velbert,2011-02-01
Kieler TV,Kiel,1885-01-01
Kolossos Rodou B.C.,Rhodes,1963-01-01
TuS Lintfort,Kamp-Lintfort,1945-01-01
KSV Witten 07,Witten,1907-05-05
HYS The Hague,The Hague,1933-01-01
Vorspiel – Sportverein für Schwule und Lesben Berlin,Berlin,1986-01-01
KV Hoogkerk,Hoogkerk,1962-01-01
MTV Heide,Heide,1860-01-01
VfL Sindelfingen,Sindelfingen,1862-01-01
SV Polizei Hamburg,Hamburg,1920-01-01
SV Fellbach,Fellbach,1890-01-01
BSG Berliner Verkehrsbetriebe,Berlin,1949-01-01
SC Partenkirchen,Garmisch-Partenkirchen,1904-03-22
Segel-Club Ahoi,Berlin,1892-01-01
SG Dynamo Zinnwald,Altenberg,1992-01-01
