col0,col1,col2,col3
Avast Software,Eduard Kučera,1988-01-01,společnost s ručením omezeným
Autonomy Corporation,David Tabizel,1996-01-01,private company limited by shares
Sage Group,David Goldman,1981-01-01,public limited company
Symbian Ltd.,Ericsson,1998-01-01,public limited company
Sinclair Research,Clive Sinclair,1961-01-01,public limited company
Hello Games,Sean Murray,2008-08-08,privately held company
Valve Corporation,Gabe Newell,1996-01-01,privately held company
Nintendo,Fusajiro Yamauchi,1889-09-23,kabushiki gaisha
MicroStrategy,Michael J. Saylor,1989-01-01,public company
Citrix Systems,Ed Iacobucci,1989-01-01,public company
Salesforce.com,Marc Benioff,1999-01-01,public company
MySQL AB,Michael Widenius,1995-01-01,public company
CA Technologies,Charles Wang,1976-01-01,public company
Sun Microsystems,Andy Bechtolsheim,1982-02-24,public company
IDS Scheer,August-Wilhelm Scheer,1984-07-27,GmbH
BlackBerry,Mike Lazaridis,1984-03-07,corporation
Software AG,Peter Schnell,1969-01-01,Aktiengesellschaft
SAP SE,Dietmar Hopp,1972-04-01,Societas Europaea
Microsoft,Bill Gates,1976-11-26,corporation
Intuit,Scott Cook,1983-01-01,joint-stock company
