col0,col1,col2,col3
Torku Şekerspor 2015,2015-01-01,Torku Şekerspor,Torku Şekerspor 2016
Seven Rivers 2015,2015-01-01,Seven Rivers,Astana City 2016
Pishgaman Giant 2015,2015-01-01,Pishgaman Giant,Pishgaman Giant 2016
Tre Berg-Bianchi 2015,2015-01-01,Tre Berg-Bianchi,Tre Berg-Bianchi 2016
HKSI 2015,2015-01-01,HKSI,2016 HKSI Pro Cycling Team
Giant-Champion System 2015,2015-01-01,Giant-Champion System,Giant-Champion System 2016
Adria Mobil 2015,2015-01-01,Adria Mobil,Adria Mobil 2016
CCN 2015,2015-01-01,CCN,Black Inc 2016
Vino 4-ever 2015,2015-01-01,Vino 4-ever,Vino 4-ever SKO 2016
W52-Quinta da Lixa 2015,2015-01-01,W52-Quinta da Lixa,W52-FC Porto 2016
Tavira 2015,2015-01-01,Tavira,Sporting-Tavira 2016
Louletano-Ray Just Energy 2015,2015-01-01,Louletano-Ray Just Energy,Louletano-Hospital de Loulé 2016
LA Aluminios-Antarte 2015,2015-01-01,LA Aluminios-Antarte,LA Alumínios-Antarte 2016
Efapel 2015,2015-01-01,Efapel,Efapel 2016
Tusnad 2015,2015-01-01,Tusnad,Tusnad 2016
Minsk CC 2015,2015-01-01,Minsk CC,Minsk CC 2016
Felbermayr Simplon Wels 2015,2015-01-01,Felbermayr Simplon Wels,Felbermayr Simplon Wels 2016
Team Wiggins 2015,2015-01-01,Wiggins,Team Wiggins 2016
Velocio-SRAM 2015,2015-01-01,Velocio-SRAM,Canyon-SRAM Racing 2016
Optum-Kelly Benefit Strategies 2015,2015-01-01,Optum-Kelly Benefit Strategies,Rally 2016
