col0,col1,col2,col3
German Mathematical Society,International Mathematical Union,scientific society,registered association
Center for Inquiry,Humanists International,charitable organization,501(c)(3) organization
Arbeiterwohlfahrt,Arbeitsgemeinschaft für Kinder- und Jugendhilfe,charitable organization,association under the French law of 1901
Freedom From Religion Foundation,Humanists International,charitable organization,501(c)(3) organization
American Humanist Association,Humanists International,charitable organization,501(c)(3) organization
German Bar Association,German Association for the Protection of Intellectual Property,advocacy group,registered association
Chaos Computer Club,European Digital Rights,advocacy group,registered association
Center for Inquiry,Humanists International,nonprofit organization,501(c)(3) organization
Arbeiterwohlfahrt,Arbeitsgemeinschaft für Kinder- und Jugendhilfe,nonprofit organization,association under the French law of 1901
Freedom From Religion Foundation,Humanists International,nonprofit organization,501(c)(3) organization
Naturschutzbund Deutschland,BirdLife International,nonprofit organization,registered association
