col0,col1,col2
Mary Kay,Direct Selling Association,United States of America
ACN Inc.,Direct Selling Association,United States of America
Amway,Wi-Fi Alliance,United States of America
Equinox,Linux Foundation,United States of America
Energetix,Direct Selling Association,Germany
PM-International,Direct Selling Association,Germany
Learning Enterprises Organisation Ltd,Direct Selling Association,United Kingdom
Arbonne International,Direct Selling Association,Switzerland
Zinzino,Direct Selling Association,Sweden
Valentus,Direct Selling Association,United States of America
It Works!,Direct Selling Association,United States of America
dōTERRA,Direct Selling Association,United States of America
Youngevity,Direct Selling Association,United States of America
Global Domains International,Direct Selling Association,United States of America
Jusuru International,Direct Selling Association,United States of America
Trek Alliance,Direct Selling Association,United States of America
4Life Research,Direct Selling Association,United States of America
Zija,Direct Selling Association,United States of America
