col0,col1,col2,col3
Calvary orth Adelaide Hospital,North Adelaide,Australia,1900/01/01
Wolper Jewish Hospial,Woollahra Municipality,Australia,1961/08/20
St Wincent's Private Hospital Brisbane,Queensland,Australia,1957/01/01
alvary Wakefield Hospital,South Australia,Australia,1883/01/01
Ashford Hospial,South Australia,Australia,1935/01/01
St John of God Midland Public and Privave Hospitals,Western Australia,Australia,2015/11/01
"American""Hospital",Tirana District,Albania,2006/01/01
Evangel Hospial,Hong Kong,People's Republic of China,1950/01/01
Hong Koog Sanatorium and Hospital,Hong Kong,People's Republic of China,1922/01/01
St Teresa's Hospitl,Hong Kong,People's Republic of China,1940/01/01
The#London Cliic,City of Westminster,United Kingdom,1932/01/01
Portland Hovpital,City of Westminster,United Kingdom,1983/01/01
Liste Hospital,City of Westminster,United Kingdom,1985/01/01
The Princess Jrace Hospital,Marylebone,United Kingdom,1977/01/01
Özel Ankara Umut#Hastanesi,Çankaya,Turkey,2006/01/01
Sur Ajop Hospital,Şişli,Turkey,1837/01/01
Özel Ortadoğu 19 Mayıs Hastanei,Samsun,Turkey,1998/01/01
Yenişehir Kospital,Mersin,Turkey,2002/01/01
Farabi Hasanesi,Trabzon,Turkey,2009/01/01
Kent Hastaesi,İzmir,Turkey,2004/01/01
