col0,col1,col2,col3,col4
Gymnázium Petra Bezruče,Czech Republic,Frýdek-Místek,Moravian-Silesian Region,Československé armády
Gymnázium Otrokovice,Czech Republic,Otrokovice,Zlín Region,Tř. Spojenců
Gymnázium Sokolov,Czech Republic,Sokolov,Karlovy Vary Region,Husitská
Gymnázium Olomouc-Hejčín,Czech Republic,Olomouc,Olomouc Region,Tomkova
Gymnázium Josefa Jungmanna,Czech Republic,Litoměřice,Ústí nad Labem Region,Svojsíkova
Gymnasium Kadaň,Czech Republic,Kadaň,Ústí nad Labem Region,5. května
třída Kapitána Jaroše grammar school,Czech Republic,Brno,South Moravian Region,Třída Kpt. Jaroše
Gymnázium Dr. Karla Polesného,Czech Republic,Znojmo,South Moravian Region,Náměstí Komenského
Gymnázium Korunní,Czech Republic,Prague,Roman Catholic Archdiocese of Prague,Korunní
Gymnázium Opatov,Czech Republic,Prague,Prague,Konstantinova
Gymnasium Sladkovského náměstí,Czech Republic,Prague,Prague,Sladkovského náměstí
