col0,col1,col2
Lampre-Farnese Vini 2010,UAE Team Emirates,road bicycle racing
Rabobank 2010,Team Jumbo-Visma,road bicycle racing
Qinghai Tianyoude 2010,Tianyoude Hotel Cycling Team,cycle sport
Qin Cycling Team 2010,Donckers Koffie-Jelly Belly,cycle sport
Vorarlberg-Corratec 2010,Team Vorarlberg-Santic,cycle sport
PSK Whirlpool-Author 2010,Elkov-Author,cycle sport
Navigators Insurance 2007,Navigators Insurance cycling team,road bicycle racing
Unibet.com 2007,Cycle Collstrop,road bicycle racing
RadioShack 2011,RadioShack,road bicycle racing
Vacansoleil-DCM 2013,Vacansoleil-DCM,road bicycle racing
Omega Pharma-Lotto 2011,Lotto-Soudal,road bicycle racing
Liquigas 2006,Cannondale Pro Cycling Team,road bicycle racing
PSK Whirlpool-Author 2011,Elkov-Author,road bicycle racing
Fuerteventura-Canarias 2007,Fuerteventura-Canarias,road bicycle racing
Astana 2013,Astana,road bicycle racing
2010 Team Milram season,Milram,road bicycle racing
Orica-GreenEDGE 2012,Mitchelton-Scott,road bicycle racing
Bouygues Télécom 2008,Direct Énergie,road bicycle racing
BBox Bouygues Telecom 2009,Direct Énergie,road bicycle racing
HTC-Highroad 2011,HTC-Highroad,road bicycle racing
