col0,col1,col2
Edson & Hudson,Limeira,1980-01-01
Hermanos  Moreno Ulloa,Ribadeo,1840-01-01
The Swon Brothers,Muskogee,2013-01-01
Lennon & Maisy,Oshawa,2012-01-01
The Webb Sisters,Kent,1990-01-01
Charlie Belle,Austin,2009-01-01
Lily & Madeleine,Indianapolis,2012-01-01
Draco and the Malfoys,Woonsocket,2004-01-01
Jesse & Joy,Lima,2005-01-01
Paola e Chiara,Milan,1997-01-01
Mary Mary,California,1998-01-01
The Brothers Johnson,Los Angeles,1975-01-01
Santo & Johnny,New York City,1959-01-01
The Pierces,United States of America,2000-01-01
Aly & AJ,Torrance,2004-01-01
Tegan and Sara,Calgary,1995-01-01
Inga and Anush Arshakyan,Yerevan,2000-01-01
P.M. Dawn,New Jersey,1988-01-01
CocoRosie,United States of America,2003-01-01
Azúcar Moreno,Spain,1984-01-01
