col0,col1,col2,col3,col4
Charlotte School of Law,"201 South College Street, Suite 400, Charlotte, NC, 28244",North Carolina,2006-01-01,special focus four-year: law schools
Collins College,"4750 S 44th Place, Phoenix, AZ, 85040",Phoenix,1978-01-01,"special focus four-year: arts, music and design schools"
Cooking and Hospitality Institute of Chicago,"361 W Chestnut, Chicago, IL, 60610",Chicago,1983-01-01,special focus two-year colleges: arts and design
California Culinary Academy,"350 Rhode Island Street, San Francisco, CA, 94103",California,1977-01-01,special focus two-year colleges: arts and design
Community Care College,"4242 South Sheridan, Tulsa, OK, 74145",Tulsa,1995-01-01,special focus two-year colleges: health professions
College of Business and Technology,"8991 SW 107 Ave, Ste 200, Miami, FL, 33176",Florida,1988-01-01,baccalaureate/associate's colleges: mixed baccalaureate/associate's
Charter College,"2221 E Northern Lights Blvd Ste 120, Anchorage, AK, 99508",Alaska,1985-01-01,baccalaureate/associate's colleges: mixed baccalaureate/associate's
Brown College,"1345 Mendota Heights Road, Mendota Heights, MN, 55120",Mendota Heights,1946-01-01,baccalaureate colleges: diverse fields
Central Penn College,"College Hill & Valley Rds, Summerdale, PA, 17093-0309",Pennsylvania,1881-01-01,baccalaureate colleges: diverse fields
Cogswell Polytechnical College,"191 Baypointe Parkway, San Jose, CA, 95134",California,1887-01-01,baccalaureate colleges: diverse fields
Daniel Webster College,"20 University Dr, Nashua, NH, 03063-1300",Nashua,1965-01-01,master's colleges and universities: small programs
Colorado Technical University,"4435 N Chestnut Street, Colorado Springs, CO, 80907-3812",Colorado Springs,1965-01-01,master's colleges and universities: larger programs
Columbia Southern University,"21982 University Lane, Orange Beach, AL, 36561-9000",Alabama,1993-01-01,master's colleges and universities: larger programs
Mildred Elley,"855 Central Ave, Albany, NY, 12206-1513",Albany,1917-01-01,associate's colleges: high career & technical-high nontraditional
Minneapolis Business College,"1711 W County Rd B, Roseville, MN, 55113-0000",Roseville,1874-01-01,associate's colleges: high career & technical-high traditional
Northwest College of Art & Design,"16301 Creative Dr NE, Poulsbo, WA, 98370",Poulsbo,1982-01-01,"special focus four-year: arts, music and design schools"
Miami International University of Art & Design,"1501 Biscayne Boulevard, Miami, FL, 33132-1418",Miami,1965-01-01,"special focus four-year: arts, music and design schools"
New England Institute of Art,"10 Brookline Place West, Brookline, MA, 02445-7295",Massachusetts,1952-01-01,"special focus four-year: arts, music and design schools"
NewSchool of Architecture and Design,"1249 F St, San Diego, CA, 92101",California,1980-01-01,"special focus four-year: arts, music and design schools"
New England College of Business and Finance,"10 High St Ste 204, Boston, MA, 02110",Boston,1909-01-01,special focus four-year: business and management schools
Neumont University,"143 South Main Street, Salt Lake City, UT, 84111-1917",Utah,2003-01-01,special focus four-year: other technology-related schools
Missouri College,"1405 South Hanley Road, Brentwood, MO, 63144",Brentwood,1963-01-01,special focus four-year: other health professions schools
Pacifica Graduate Institute,"249 Lambert Rd, Carpinteria, CA, 93013",Santa Barbara County,1976-01-01,special focus four-year: other health professions schools
Midwest College of Oriental Medicine,"6232 Bankers Road, Racine, WI, 53403-9747",Racine,1979-01-01,special focus four-year: other health professions schools
Orlando Culinary Academy,"8511 Commodity Circle, Orlando, FL, 32819",Orlando,2002-01-01,special focus two-year colleges: arts and design
Ohio Institute of Photography and Technology,"2800 East River Road, Dayton, OH, 45439",Ohio,1971-01-01,special focus two-year colleges: health professions
Midstate College,"411 W Northmoor Road, Peoria, IL, 61614-3595",Peoria,1888-01-01,baccalaureate/associate's colleges: mixed baccalaureate/associate's
National Hispanic University,"14271 Story Rd, San Jose, CA, 95127-3823",San Jose,1981-01-01,master's colleges and universities: small programs
Northcentral University,"10000 E. University Dr, Prescott Valley, AZ, 86314",Prescott Valley,1996-01-01,doctoral university: moderate research activity
King's College,"322 Lamar Avenue, Charlotte, NC, 28204",Charlotte,1901-01-01,associate's colleges: high career & technical-high traditional
Le Cordon Bleu College of Culinary Arts Scottsdale,"8100 E Camelback Rd, Suite 1001, Scottsdale, AZ, 85251-2729",Phoenix,1986-01-01,special focus four-year: other special focus institutions
LAMA College for Music Professionals,"370 S Fair Oaks Ave, Pasadena, CA, 91105",Pasadena,1996-01-01,"special focus four-year: arts, music and design schools"
McNally Smith College of Music,"19 Exchange Street East, Saint Paul, MN, 55101-2220",Saint Paul,1985-01-01,"special focus four-year: arts, music and design schools"
LIM College,"12 E 53rd St, New York, NY, 10022-5268",Manhattan,1939-01-01,special focus four-year: business and management schools
Madison Media Institute,"2702 Agriculture Drive, Madison, WI, 53718",Madison,1969-01-01,special focus four-year: other technology-related schools
Le Cordon Bleu College of Culinary Arts Minneapolis/St. Paul,"1315 Mendota Heights Road, Mendota Heights, MN, 55120-9914",Mendota Heights,1999-01-01,special focus two-year colleges: arts and design
Le Cordon Bleu Institute of Culinary Arts – Dallas,"11830 Webb Chapel Road, Dallas, TX, 75234",Dallas,2007-01-01,special focus two-year colleges: arts and design
Le Cordon Bleu College of Culinary Arts Miami,"3221 Enterprise Way, Miramar, FL, 33025",Miami,2003-01-01,special focus two-year colleges: arts and design
Le Cordon Bleu College of Culinary Arts Las Vegas,"1451 Center Crossing Road, Las Vegas, NV, 89144",Nevada,2003-01-01,special focus two-year colleges: arts and design
