col0,col1,col2,col3,col4
Lemming,Diocese of Århus,Silkeborg province,Denmark,Silkeborg Municipality
Galten parish,Diocese of Århus,Skanderborg Provsti,Denmark,Skanderborg Municipality
Skovby Sogn,Diocese of Århus,Skanderborg Provsti,Denmark,Skanderborg Municipality
Albøge,Diocese of Århus,Norddjurs Provsti,Denmark,Norddjurs Municipality
Lyngby,Diocese of Århus,Norddjurs Provsti,Denmark,Norddjurs Municipality
Sinding,Diocese of Århus,Silkeborg province,Denmark,Silkeborg Municipality
Gødvad,Diocese of Århus,Silkeborg province,Denmark,Silkeborg Municipality
Hemmed,Diocese of Århus,Norddjurs Provsti,Denmark,Norddjurs Municipality
Funder,Diocese of Århus,Silkeborg province,Denmark,Silkeborg Municipality
Veggerslev,Diocese of Århus,Norddjurs Provsti,Denmark,Norddjurs Municipality
