col0,col1,col2
Germania Express,2012-01-01,Airbus A319
Deutsche Lufthansa (DDR),1963-01-01,Il-18
WOW air,2019-03-28,A320 family
German Cargo,1993-01-01,Boeing 737
ADC Airlines,2007-01-01,Boeing 737-200
Continental Airlines,2012-01-01,Boeing 757
Blue1,2016-01-01,Boeing 717
dba,2008-01-01,Boeing 737
Pan Am,1991-12-04,Boeing 747
German Sky Airlines,2012-01-01,Boeing 737-800
Darwin Airline,2017-12-12,Dash 8
Air Berlin,2017-10-27,Boeing 707
Adam Air,2008-03-18,Boeing 737-300
Tiger Airways,2017-07-25,A320 family
Transaero Airlines,2015-10-25,Boeing 747
Société Générale des Transports Aériens,1933-10-08,F.63bis no. 42
ValuJet Airlines,1997-11-01,McDonnell Douglas MD-80
Linjeflyg,1993-01-01,DC-3
Panair do Brasil,1965-02-10,Caravelle
Contact Air,2012-01-01,ATR 42
