col0,col1,col2,col3
Troy Trojans women's basketball,Trojans,1975-01-01,Trojan Arena (Troy University)
Kent State Golden Flashes women's basketball,Golden Flashes,1975-01-01,Memorial Athletic and Convocation Center
Louisville Cardinals women's basketball,Cardinals,1975-01-01,KFC Yum! Center
East Carolina Pirates women's basketball,Pirates,1969-01-01,Williams Arena at Minges Coliseum
Stephen F. Austin Ladyjacks basketball,Ladyjacks,1969-01-01,William R. Johnson Coliseum
UMass Minutewomen basketball,Minutewomen,1968-01-01,William D. Mullins Memorial Center
LIU Brooklyn Blackbirds women's basketball,Blackbirds,1965-01-01,Steinberg Wellness Center
Fairfield Stags women's basketball,Stags,1974-01-01,Webster Bank Arena
SIU Edwardsville Cougars women's basketball,Cougars,1974-01-01,Vadalabene Center
Dayton Flyers women's basketball,Flyers,1968-01-01,UD Arena
Western Michigan Broncos women's basketball,Broncos,1967-01-01,University Arena
