col0,col1,col2,col3
Camper,fashion,Inca,Llorenç Fluxà Figuerola
Mango,clothing industry,Palau-solità i Plegamans,Isak Andic
Debenhams,retail,Paris,William Debenham
Waterstones,retail,London,Tim Waterstone
Forever 21,retail,Los Angeles,Do Won Chang
Harrods,retail,London,Charles Henry Harrod
Primark,retail,Dublin,Arthur Ryan
H&M,retail,Västerås,Erling Persson
Hermès International S.A.,fashion,Paris,Thierry Hermès
UNIQLO,retail,Ube,Tadashi Yanai
Marks & Spencer,retail,Leeds,Michael Marks
Diesel,clothing industry,Molvena,Renzo Rosso
Agent Provocateur,lingerie,London,Joseph Corré
Sainsbury's,retail,London,John James Sainsbury
Benetton Group,textile industry,Ponzano Veneto,Benetton family
Verizon Wireless,telecommunications industry,Bedminster,Verizon
DKNY,retail,New York City,Donna Karan
Max Mara,fashion,Reggio nell’Emilia,Achille Maramotti
Lacoste,retail,Troyes,René Lacoste
Christian Dior S.A.,retail,Paris,Christian Dior
