col0,col1,col2
Consulate General of France in Pointe-Noire,French Consul General in Pointe-noire,Pointe-Noire
Consulate General of Hungary in Uzhhorod,consul general,Uzhhorod
"Consulate General of Hungary, Cluj-Napoca",consul general,Cluj-Napoca
Consulate-General of Russia in Debrecen,consul general,Debrecen
Consulate General of Hungary in Košice,consul general,Košice
"Consulate General of France, Edinburgh",Consul General of France in Edimborough,Edinburgh
"Consulate-General of France,   Antananarivo",Consul General of France in Antananarivo,Antananarivo
Consulate General of France in Ho Chi Minh City,Consul-General of France in Ho Chi Minh City,Ho Chi Minh City
Consulate General of Hungary in Munich,consul general,Munich
Consulate General of France in Hamburg,Consul General of France in Hamburg,Hamburg
Consulate General of France in Stuttgart,Consul General of France in Stuttgart,Stuttgart
"Consulate General of Hungary, Yekaterinburg",consul general,Yekaterinburg
"Consulate General of Hungary,   Saint Petersburg",consul general,Saint Petersburg
"Consulate General of Hungary, Milan",consul general,Milan
Consulate General of El Salvador in Los Angeles,Consul General of El Salvador in Los Angeles,Los Angeles
Consulate General of Hungary in Los Angeles,consul general,Los Angeles
Consulate General of El Salvador in San Francisco,Consul General of El Salvador in San Francisco,San Francisco
"Consulate General of Hungary, New York",consul general,New York City
Consulate General of France in New Orleans,Consul General of France in New Orleans,New Orleans
Consulate General of France in Vancouver,Consul General of France in Vancouver,Vancouver
