col0,col1,col2,col3
Baughan,Stroud,automotive industry,United Kingdom
Griffon vehicles,Courbevoie,automotive industry,United Kingdom
Brough Superior,Nottingham,automotive industry,United Kingdom
Rover Company,Coventry,automotive industry,United Kingdom
Lea-Francis,Coventry,automotive industry,United Kingdom
Ariel Motorcycles,Birmingham,automotive industry,United Kingdom
Abingdon Motorcycles,Birmingham,automotive industry,United Kingdom
JA Prestwich Industries,London,automotive industry,United Kingdom
Automobiles Bernardet,Châtillon,automotive industry,France
Claude Delage,Clichy,automotive industry,France
