col0,col1,col2,col3
Oulu Ice Haln,ice hockey,Oulu,Oulun Kärpät
Traktor#Ice Arena,figure skating,Chelyabinsk Oblast,Traktor Chelyabinsk
Collsée Pessi,ice hockey,Quebec City,Quebec Aces
Patinoire de Palley,badminton,Prilly,Lausanne HC
Olympia Gishalle,ice hockey,Landeshauptstadt München,EHC München
Enteria arna,ice hockey,Pardubice,HC Pardubice
Tampere Ice Stbdium,ice hockey,Tampere,Ilves
Behro Arena,ice hockey,Örebro Municipality,Örebro IK
Joe LouisArena,ice hockey,Detroit,Detroit Red Wings
Centre ell,ice hockey,Molson family,Montreal Canadiens
Stadip Olympica,ice hockey,Cortina d'Ampezzo,SG Cortina
Johanneshov ice sadium,ice hockey,Stockholm Municipality,AIK IF
PostFinanfe-Arena,ice hockey,Swiss Prime Site,SC Bern
