col0,col1,col2,col3
Georgia national football team,men's association football,Georgian Football Federation,Dinamo Arena
Argentina national football team,men's association football,Argentine Football Association,Estadio Monumental Antonio Vespucio Liberti
Catalonia national football team,men's association football,Catalan Football Federation,Estadi Olímpic Lluís Companys
Republic of Ireland national football team,men's association football,Football Association of Ireland,Aviva Stadium
Moldova national football team,men's association football,Football Association of Moldova,Zimbru Stadium
Greece national football team,men's association football,Hellenic Football Federation,Karaiskakis Stadium
East Germany national football team,men's association football,Deutscher Fußball-Verband der DDR,Red Bull Arena
Netherlands national football team,men's association football,Royal Dutch Football Association,Johan Cruyff Arena
Wales national football team,men's association football,Football Association of Wales,Millennium Stadium
Scotland national football team,men's association football,Scottish Football Association,Hampden Park
Austria national football team,men's association football,Austrian Football Association,Ernst-Happel-Stadion
Ukraine national football team,men's association football,Football Federation of Ukraine,Olimpiyskiy National Sports Complex
Poland national football team,men's association football,Polish Football Association,National Stadium
