col0,col1,col2
National Library of Finland,Finland,Consortium of European Research Libraries
Royal Library of Belgium,Belgium,Consortium of European Research Libraries
Biblioteca Nacional de España,Spain,Consortium of European Research Libraries
National and University Library of Iceland,Iceland,International Internet Preservation Consortium
British Library,United Kingdom,International Internet Preservation Consortium
Bibliothèque nationale de France,France,International Internet Preservation Consortium
Swiss National Library,Switzerland,International Internet Preservation Consortium
National Library of Poland,Poland,International Internet Preservation Consortium
National Library of Uganda,Uganda,World Digital Library
National Library of Korea,South Korea,World Digital Library
National Central Library,Taiwan,World Digital Library
National Library of Israel,Israel,World Digital Library
