col0,col1,col2,col3
Blekinge District Court,Scania and Blekinge Court of Appeal,Karlskrona,2001-07-01
Gävle District Court,Svea Court of Appeal,Gävle,1971-01-01
Norrköping District Court,Göta Court of Appeal,Norrköping,1971-01-01
Jönköping District Court,Göta Court of Appeal,Jönköping,1971-01-01
Linköping District Court,Göta Court of Appeal,Linköping,1971-01-01
Helsingborgs tingsrätt,Scania and Blekinge Court of Appeal,Helsingborg,1971-01-01
Göteborgs tingsrätt,Court of Appeal for Western Sweden,Gothenburg,1971-01-01
Skaraborg District Court,Göta Court of Appeal,Skövde,2009-01-12
Malmö District Court,Scania and Blekinge Court of Appeal,Malmö,1971-01-01
Lund District Court,Scania and Blekinge Court of Appeal,Lund,1971-01-01
Stockholm District Court,Svea Court of Appeal,Stockholm,1971-01-01
Södertörn District Court,Svea Court of Appeal,Flemingsberg,2007-04-01
Ångermanland District Court,Court of Appeal for Southern Norrland,Härnösand,2002-02-25
Vänersborg District Court,Court of Appeal for Western Sweden,Vänersborg,1971-01-01
Ystad District Court,Scania and Blekinge Court of Appeal,Ystad,1971-01-01
Uddevalla district court,Court of Appeal for Western Sweden,Uddevalla,1971-01-01
Södertälje District Court,Svea Court of Appeal,Södertälje,1971-01-01
Östersund District Court,Court of Appeal for Southern Norrland,Östersund,1971-01-01
Växjö District Court,Göta Court of Appeal,Växjö,1971-01-01
Umeå District Court,Court of Appeal for Northern Norrland,Umeå,1971-01-01
