col0,col1,col2
Stabil - Steiermark,road bicycle racing,Stabil - Steiermark
Men's Health,road bicycle racing,Men's Health
Hohenfelder - Concorde,road bicycle racing,Hohenfelder - Concorde
Crescent,road bicycle racing,Crescent
iTeamNova.com,road bicycle racing,iTeamNova.com
Express Racing,road bicycle racing,Express Racing
Jittery Joe's,road bicycle racing,Jittery Joe's
Sava,road bicycle racing,Sava
Jelly Belly-Maxxis,road bicycle racing,Jelly Belly-Maxxis
UnitedHealthcare,road bicycle racing,UnitedHealthcare
Capec,road bicycle racing,Capec
Jamis,road bicycle racing,Jamis
KIA Suisse,road bicycle racing,KIA - Villiger Suisse
Quick Step-Davitamon-Latexco,road bicycle racing,Mapei-Quick Step-Latexco
Knauf,road bicycle racing,Dynatek
Barloworld,road bicycle racing,Barloworld-Androni Giocattoli
Mercury Cycling Team,road bicycle racing,Mercury
Delta Cycling Rotterdam,road bicycle racing,Delta Rotterdam
Marco Polo Cycling-Donckers Koffie,road bicycle racing,Marco Polo
Amore & Vita–Prodir,road bicycle racing,Amore & Vita-Prodir
