col0,col1,col2
Riverdale,Eastern Time Zone,Pequannock Township
Haddon Heights,Eastern Time Zone,Mount Ephraim
Hopatcong,Eastern Time Zone,Stanhope
Watchung,Eastern Time Zone,Scotch Plains
Harrington Park,Eastern Time Zone,Closter
Roseland,Eastern Time Zone,Essex Fells
Woodcliff Lake,Eastern Time Zone,Montvale
Totowa,Eastern Time Zone,Paterson
Collingswood,Eastern Time Zone,Camden
National Park,Eastern Time Zone,Philadelphia
Washington,Eastern Time Zone,Washington Township
Swedesboro,Eastern Time Zone,Woolwich Township
