col0,col1,col2,col3,col4
Biocoop,2005-01-01,Paris,retail,supermarket chain
Damdaran Company,1983-01-01,Tehran,food industry,enterprise
Mihan Company,1977-01-01,Tehran,food industry,enterprise
Biocoop,2005-01-01,Paris,retail,enterprise
Mondragon Corporation,1956-01-01,Mondragón,retail,enterprise
Damdaran Company,1983-01-01,Tehran,food industry,business
Mihan Company,1977-01-01,Tehran,food industry,business
UNI Financial Cooperation,1946-01-01,Caraquet,financial services,business
Biocoop,2005-01-01,Paris,retail,business
Mondragon Corporation,1956-01-01,Mondragón,retail,business
UNI Financial Cooperation,1946-01-01,Caraquet,financial services,credit institution
Biocoop,2005-01-01,Paris,retail,S.A.
