col0,col1,col2
Xaverian Brothers,1839-01-01,Theodore Ryken
Missionaries of God's Love,1986-01-01,Ken Barker
Sisters of St. Joseph,1650-01-01,Jean Paul Médaille
Patrician Brothers,1808-01-01,Daniel Delany
Marianist Sisters,1816-05-25,Adèle de Batz de Trenquelléon
Little Sisters of the Assumption,1865-01-01,Étienne Pernet
Little Sisters of Divine Providence,1899-01-08,Teresa Grillo Michel
Order of the Incarnate Word and Blessed Sacrament,1625-01-01,Jeanne Chezard de Matel
Sisters Adorers of the Precious Blood,1861-01-01,Catherine-Aurélie Caouette
Sisters of the Holy Face,1932-10-24,Maria Pia Mastena
Society of Divine Vocations,1927-01-01,Justin Russolillo
Sisters Servants of Mary Immaculate,1892-01-01,Josaphata Hordashevska
Society of Mary,1816-07-23,Jean-Claude Colin
Sisters of the Sorrowful Mother,1885-01-01,Franziska Streitel
Sisters of Mary Reparatrix,1857-05-01,Émilie d'Oultremont
Society of the Atonement,1899-01-01,Lewis Thomas Wattson
Congregation of the Sisters of Divine Providence,1851-01-01,Wilhelm Emmanuel Freiherr von Ketteler
Comboni Missionaries of the Heart of Jesus,1867-01-01,Daniel Comboni
Sisters of the Cenacle,1826-06-16,Thérèse Couderc
Sisters of St. Marie Madeleine Postel,1807-01-01,Marie-Madeleine Postel
