col0,col1,col2,col3,col4,col5
University of Belgrade School of Electrical Engineering,University of Belgrade,1948-01-01,University of Belgrade,Belgrade,Serbia
"School of Clinical Medicine, University of Cambridge",University of Cambridge,1842-01-01,University of Cambridge,Cambridge,United Kingdom
Faculty of Arts of the University of Zielona Góra,University of Zielona Góra,1999-01-01,University of Zielona Góra,Zielona Góra,Poland
"Faculty of Architecture, Technical University of Cracow",Tadeusz Kościuszko University of Technology,1945-01-01,Tadeusz Kościuszko University of Technology,Kraków,Poland
Faculty of Philology of the Jagiellonian University,Jagiellonian University,1951-01-01,Jagiellonian University,Kraków,Poland
"Faculty of Geoengineering, Mining and Geology",Wrocław University of Technology,1968-01-01,Wrocław University of Technology,Wrocław,Poland
Faculty of Earth Sciences and Environmental Management of University of Wrocław,University of Wrocław,2006-09-01,University of Wrocław,Wrocław,Poland
Faculty of Biological Sciences of University of Wrocław,University of Wrocław,2006-09-01,University of Wrocław,Wrocław,Poland
Faculty of Mathematics and Computer Science of University of Wrocław,University of Wrocław,1996-01-01,University of Wrocław,Wrocław,Poland
Faculty of Physics and Astronomy of University of Wrocław,University of Wrocław,1996-10-01,University of Wrocław,Wrocław,Poland
Faculty of Letters of University of Wrocław,University of Wrocław,1952-01-01,University of Wrocław,Wrocław,Poland
Faculty of Chemistry of University of Wrocław,University of Wrocław,1995-01-01,University of Wrocław,Wrocław,Poland
Faculty of Chemistry of Lodz University of Technology,Lodz University of Technology,1945-06-26,Lodz University of Technology,Łódź,Poland
