col0,col1,col2
Egypt at the 2018 FIFA World Cup,45,3
Switzerland at the 2018 FIFA World Cup,6,4
Morocco at the 2018 FIFA World Cup,38,3
France at the 2018 FIFA World Cup,3,7
Japan at the 2018 FIFA World Cup,33,4
Iran at the 2018 FIFA World Cup,20,3
Panama at the 2018 FIFA World Cup,54,3
Brazil at the 2018 FIFA World Cup,1,5
Argentina at the 2018 FIFA World Cup,5,4
Uruguay at the 2018 FIFA World Cup,8,5
Colombia at the 2018 FIFA World Cup,10,4
Mexico at the 2018 FIFA World Cup,13,4
Russia at the 2018 FIFA World Cup,45,5
Iceland at the 2018 FIFA World Cup,22,3
Spain at the 2018 FIFA World Cup,2,4
