col0,col1,col2,col3,col4
Van Buren County,Clinton,county of Arkansas,Clinton,United States of America
Drew County,Monticello,county of Arkansas,Monticello,United States of America
Phillips County,Helena-West Helena,county of Arkansas,Helena-West Helena,United States of America
Faulkner County,Conway,county of Arkansas,Conway,United States of America
Calhoun County,Hampton,county of Arkansas,Hampton,United States of America
Chicot County,Lake Village,county of Arkansas,Lake Village,United States of America
Arkansas County,Stuttgart,county of Arkansas,Stuttgart,United States of America
Columbia County,Magnolia,county of Arkansas,Magnolia,United States of America
Hempstead County,Hope,county of Arkansas,Hope,United States of America
Craighead County,Jonesboro,county of Arkansas,Jonesboro,United States of America
Conway County,Morrilton,county of Arkansas,Morrilton,United States of America
Crittenden County,Marion,county of Arkansas,Marion,United States of America
