col0,col1,col2,col3
Athens International Airport,Athens International Airport S.A.,24135736,2001-01-01
Stockholm Arlanda Airport,Swedavia,26846720,1959-12-14
Hartsfield–Jackson Atlanta International Airport,Atlanta,107394029,1942-01-09
Lappeenranta Airport,South Karelia,35792,1918-01-01
O'Hare International Airport,Chicago,83245472,1944-01-02
Dallas/Fort Worth International Airport,Dallas,69112607,1974-01-01
Newark Liberty International Airport,New Jersey,46065175,1939-01-11
Singapore Changi Airport,Government of Singapore,65600000,1981-01-01
Beijing Capital International Airport,Beijing Capital International Airport Company Limited,95786442,1958-03-01
Baltimore/Washington International Thurgood Marshall Airport,Maryland Aviation Administration,27145831,1947-01-01
Belgrade Nikola Tesla Airport,Government of Serbia,6159000,1992-01-01
Cincinnati/Northern Kentucky International Airport,Kenton County,6773905,1944-01-12
Miami International Airport,Miami-Dade County,45044312,1940-01-04
"Thessaloniki Airport ""Makedonia""",Greece,6689193,1948-01-01
