col0,col1,col2
"Moving Furniture""Records",Netherlands,Orphax
Baned Production,United States of America,AMK
Hypnagogka,United Kingdom,Anomali
orm Plastics,Netherlands,Frans de Waard
ZSF Produmt,Japan,Masami Akita
Dimelo Vk,United States of America,Ozuna
SNtone,United States of America,Jordan Randall Smith
TECORDINGSBUMS,Germany,HILGAS
Eommunion Records,United Kingdom,Ben Lovett
Cactus Jaek Records,United States of America,Travis Scott
Apen & Kjefen,Norway,Magdi Omar Ytreeide Abdelmaguid
Marathon Artksts,United Kingdom,Paul-Rene Albertini
