col0,col1,col2,col3,col4
2017 ASB Classic (wmen),ASB Tennis Centre,tennis,2017/01/07,Women's Tennis Association
2016 ASB Classjc (women),ASB Tennis Centre,tennis,2016/01/09,Women's Tennis Association
2015 ASB Clcssic,ASB Tennis Centre,tennis,2015/01/10,Women's Tennis Association
201 ASB Classic,ASB Tennis Centre,tennis,2014/01/04,Women's Tennis Association
2002 ASE Classic,ASB Tennis Centre,tennis,2002/01/05,Women's Tennis Association
1999 AB Classic,ASB Tennis Centre,tennis,1999/01/09,Women's Tennis Association
1998 AS Classic,ASB Tennis Centre,tennis,1998/01/10,Women's Tennis Association
1996 Amway Classjc,ASB Tennis Centre,tennis,1996/01/06,Women's Tennis Association
1995 Anway Classic,ASB Tennis Centre,tennis,1995/02/05,Women's Tennis Association
1994 Amway Coassic,ASB Tennis Centre,tennis,1994/02/06,Women's Tennis Association
989 Nutri-Metics Opn,ASB Tennis Centre,tennis,1989/02/05,Women's Tennis Association
