col0,col1,col2,col3
National Science Centre,India,1992-01-01,India
Ulsan Science Museum,South Korea,2011-03-30,Ok-dong
Nagoya City Science Museum,Japan,1962-11-03,Naka-ku
Museum of Aeronautical Science,Japan,1989-08-01,Shibayama
Hamamatsu Science Museum,Japan,1986-05-01,Naka-ku
Mizunami Fossil Museum,Japan,1974-01-01,Mizunami
Experimentarium,Denmark,1991-01-09,Gentofte Municipality
Kanagawa Institute of Technology Atsugi Children's Science Museum,Japan,1985-01-01,Atsugi
Science Museum of Map and Survey,Japan,1996-06-01,Tsukuba
"Nikkei Saiensu, Kabushiki Kaisha",Japan,1999-05-07,Nishinomiya
Otaru City General Museum,Japan,2007-01-01,Otaru
Anne Baillie Building,Canada,1904-01-01,Kingston
Jyväskylä University Museum,Finland,1900-09-07,Jyväskylä
Ishikawa Aviation Plaza,Japan,1995-11-27,Ishikawa Prefecture
Misawa Aviation & Science Museum,Japan,2003-08-08,Aomori Prefecture
Hiroshima City Ebayama Museum of Meteorology,Japan,1879-01-01,Naka-ku
Greensboro Science Center,United States of America,1957-01-01,Greensboro
Parque Explora,Colombia,2008-01-01,Medellín
Kagoshima Municipal Science Hall,Japan,1990-12-17,Kagoshima
Mammutmuseum Niederweningen,Switzerland,2005-01-01,canton of Zürich
