col0,col1,col2,col3
1950 World Table Tennis Championships,table tennis,1951 World Table Tennis Championships,International Table Tennis Federation
1936 World Table Tennis Championships,table tennis,1937 World Table Tennis Championships,International Table Tennis Federation
1954 World Table Tennis Championships,table tennis,1955 World Table Tennis Championships,International Table Tennis Federation
1935 World Table Tennis Championships,table tennis,1936 World Table Tennis Championships,International Table Tennis Federation
1957 World Table Tennis Championships,table tennis,1959 World Table Tennis Championships,International Table Tennis Federation
1975 World Table Tennis Championships,table tennis,1977 World Table Tennis Championships,International Table Tennis Federation
1929 World Table Tennis Championships,table tennis,1930 World Table Tennis Championships,International Table Tennis Federation
1961 World Table Tennis Championships,table tennis,1963 World Table Tennis Championships,International Table Tennis Federation
1983 World Table Tennis Championships,table tennis,1985 World Table Tennis Championships,International Table Tennis Federation
1993 World Table Tennis Championships,table tennis,1995 World Table Tennis Championships,International Table Tennis Federation
1973 World Table Tennis Championships,table tennis,1975 World Table Tennis Championships,International Table Tennis Federation
2004 World Team Table Tennis Championships,table tennis,2005 World Table Tennis Championships,International Table Tennis Federation
1981 World Table Tennis Championships,table tennis,1983 World Table Tennis Championships,International Table Tennis Federation
1987 World Table Tennis Championships,table tennis,1989 World Table Tennis Championships,International Table Tennis Federation
1932 World Table Tennis Championships,table tennis,1933 World Table Tennis Championships (January),International Table Tennis Federation
2010 World Team Table Tennis Championships,table tennis,2011 World Table Tennis Championships,International Table Tennis Federation
1979 World Table Tennis Championships,table tennis,1981 World Table Tennis Championships,International Table Tennis Federation
1965 World Table Tennis Championships,table tennis,1967 World Table Tennis Championships,International Table Tennis Federation
1956 World Table Tennis Championships,table tennis,1957 World Table Tennis Championships,International Table Tennis Federation
1953 World Table Tennis Championships,table tennis,1954 World Table Tennis Championships,International Table Tennis Federation
