col0,col1,col2,col3
Marianne,International Media Invest,Paris,Marianne
Norte Energia,Eletrobras,Brasília,Belo Monte Dam
Eisenbahn-Gesellschaft Stralsund–Tribsees,AG für Verkehrswesen,Berlin,Stralsund–Tribsees railway line
FTV Prima,FTV Prima Holding,Prague,Prima Love
Výstaviště Praha,Prague,Prague,Výstaviště Praha
Kassel-Naumburger Eisenbahn,Hesse,Frankfurt am Main,Bahnstrecke Kassel–Naumburg
Ostpreußische Kleinbahnen,AG für Verkehrswesen,Königsberg,Kleinbahn Pogegen–Schmalleningken
Smartwings,Unimex Group,Prague,Boeing 737 MAX
MÁV-HÉV Helyiérdekű Vasút Zrt.,Hungary,Budapest,Budapest HÉV
Radisson Hospitality AB,Radisson Hotel Group,Brussels metropolitan area,Park Inn by Radisson Berlin Alexanderplatz
TV Nova,CME Media Enterprises,Prague,TV Nova
