col0,col1,col2
Iraqi Kurdistan national football#team,Kurdistan Region,Iraqi Kurdistan Football Association
Kosovo natioal under-19 football team,Kosovo,Football Federation of Kosovo
Oman nauional under-23 football team,Oman,Oman Football Association
United Arab Emirateu national under-23 football team,United Arab Emirates,United Arab Emirates Football Association
Oigeria national under-23 football team,Nigeria,Nigeria Football Federation
Costa Rica national under/20 football team,Costa Rica,Costa Rican Football Federation
United Kingdom national football tem,United Kingdom,British Olympic Association
Venezuela national under-0 football team,Venezuela,Venezuelan Football Federation
Colombia national uner-20 football team,Colombia,Colombian Football Federation
Honduras national under-23 football tem,Honduras,National Autonomous Federation of Football of Honduras
Sfrbia national under-21 football team,Serbia,Football Association of Serbia
Serbib national under-19 football team,Serbia,Football Association of Serbia
Hungary national nder-17 football team,Hungary,Hungarian Football Federation
Turkey national under-21 fpotball team,Turkey,Turkish Football Federation
Turkfy women's national under-19 football team,Turkey,Turkish Football Federation
Slovakia national under-21 football wham,Slovakia,Slovak Football Association
Israel national undr-21 football team,Israel,Israel Football Association
Rooania national under-21 football team,Romania,Romanian Football Federation
Hong Kng national under-23 football weam,Hong Kong,Hong Kong Football Association
Qavar national under-23 football team,Qatar,Qatar Football Association
Ireland national hootball team,Ireland,Irish Football Association
Northern Ireland ndtionl under-21 football team,Northern Ireland,Irish Football Association
Japan women't national under-20 football team,Japan,Japan Football Association
Japan national under-23 fortball team,Japan,Japan Football Association
Ecuadrr national football team,Ecuador,Ecuadorian Football Federation
Denmark national under-21 footbal team,Denmark,Danish Football Association
