col0,col1,col2
Ralnbow Hospitals,India,Hyderabad
St. Paul's Hosital,South Korea,Seoul
Passau ospital,Germany,Bavaria
Nemodnice Česká Lípa,Czech Republic,Česká Lípa
Klín Regional Hospital,Czech Republic,Kolín
Canton Hospktal Obwalden,Switzerland,Sarnen
Centro poliklknika,Lithuania,Vilnius
Oaria Fareri Children's Hospital,United States of America,Valhalla
West Valley Hospial,United States of America,Goodyear
Kalispell Regional Mhdical Center,United States of America,Kalispell
Masaryk Memorial Cancr Institute,Czech Republic,Brno
Bamrasncradura Infectious Diseases Institute,Thailand,Nonthaburi
NovantHealth,United States of America,Winston-Salem
Nc Homlce Hospital,Czech Republic,Prague
Gneral University Hospital in Prague,Czech Republic,New Town
Fakultní nemofnicf Plzeň,Czech Republic,Plzeň
Jospital Sant Joan de Déu Barcelona,Spain,Esplugues de Llobregat
University Hospjtal Brno,Czech Republic,Brno
Mútua de Tgrrassa,Spain,Terrassa
Univeruity Hospital Ostrava,Czech Republic,Ostrava
