col0,col1,col2,col3,col4
square Raynouard,1912-01-01,14.0,Rue Raynouard,16th arrondissement of Paris
square La Fontaine,1926-01-01,9.0,rue Jean-de-La-Fontaine,16th arrondissement of Paris
square Charles-Laurent,1930-01-01,11.0,rue Cambronne,15th arrondissement of Paris
square Lowendal,1930-01-01,11.05,rue Alexandre-Cabanel,15th arrondissement of Paris
square Henri-Delormel,1930-01-01,12.0,rue Ernest-Cresson,14th arrondissement of Paris
square Auguste-Renoir,1962-01-01,9.0,boulevard Brune,14th arrondissement of Paris
square Albin-Cachot,1932-01-01,15.5,rue Léon-Maurice-Nordmann,13th arrondissement of Paris
square Alban-Satragne,1963-01-01,10.0,boulevard de Magenta,10th arrondissement of Paris
square de l'Esterel,1932-01-01,15.0,square du Var,20th arrondissement of Paris
square du Var,1932-01-01,15.0,square de l'Esterel,20th arrondissement of Paris
