col0,col1,col2,col3
Triomfboog van de stad Antwerpen (5),Print Room of the University of Antwerp,1550-01-01,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549
Triomfboog van de stad Antwerpen (4),Print Room of the University of Antwerp,1550-01-01,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549
Triomfboog van de stad Antwerpen (3),Print Room of the University of Antwerp,1550-01-01,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549
Triomfboog van de stad Antwerpen (2),Print Room of the University of Antwerp,1550-01-01,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549
Der stadt stellagie aen S. Michielsclooster,Print Room of the University of Antwerp,1550-01-01,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549
De triumphaelen Boegs der Duytscher Natien van binnen ende buyten te siene,Print Room of the University of Antwerp,1550-01-01,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549
De opstelling van de muntslagers bij de Sint-Janspoort,Print Room of the University of Antwerp,1550-01-01,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549
Triomfboog van de stad Antwerpen aan Sint-Janspoort,Print Room of the University of Antwerp,1550-01-01,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549
Triomfboog van de stad Antwerpen aan de Vlasmarkt,Print Room of the University of Antwerp,1550-01-01,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549
De reus Antigoon,Print Room of the University of Antwerp,1550-01-01,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549
Der Engelscher triumphael Boghe,Print Room of the University of Antwerp,1550-01-01,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549
Der stadt Triumphelijcke stellagie opte Coepoortbrugge,Print Room of the University of Antwerp,1550-01-01,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549
