col0,col1,col2
Dirección General de Estadística,Dirección General de Estadística y Censos,Edificio Colón
Scottish Homes,Communities Scotland,Edinburgh
Országos Műemléki Felügyelőség,Forster Center,Budapest
Land Transport Safety Authority,Land Transport New Zealand,Wellington Central
Transfund New Zealand,Land Transport New Zealand,Wellington Central
Agencia de Evaluación y Calidad,Secretariat of State for the Civil Service,Madrid
County Governor of Sogn og Fjordane,County Governor of Vestland,Leikanger
France. Direction de l'eau et de la prévention des pollutions et des risques,France. Direction de la prévention des pollutions et des risques,Neuilly-sur-Seine
Centre d'études et recherches des Charbonnages de France,Institut national de l'environnement industriel et des risques (France),Paris
"Ministry of Economy, Industry and Competitiveness","Ministry of Science, Innovation and Universities",Madrid
Scottish Special Housing Association,Scottish Homes,Edinburgh
Department of Trade and Industry,Department of Overseas Trade,Canberra
Joint State Political Directorate,Main Directorate of State Security,Lubyanka Building
"General Administration of Quality Supervision, Inspection and Quarantine",State Administration for Market Regulation,Haidian District
Federal Agency for Scientific Organizations,Ministry of Education and Science of Russia,Moscow
Federal Agency for Geodesy and Cartography,"Federal Service for State Registration, Cadastre and Cartography",Moscow
National Institute of Renewable Natural Resources and Environment,"Ministry of Environment, Housing and Territorial Development",La gran bretaña
Fujian Provincial Government,Kinmen-Matsu Joint Services Center,Jincheng
Scottish Office,Scottish Government,St Andrew's House
Finnish Transport Safety Agency,Finnish Transport and Communications Agency,Vallila
