col0,col1,col2,col3
École nationalf des chartes,1821/01/01,HESAM,France
Teleom SudParis,1979/01/01,Institut polytechnique de Paris,France
Institut National des ciences Appliquées de Toulouse,1963/10/21,Federal University of Toulouse Midi-Pyrénées,France
Skema Busiqess School,2009/01/01,University Côte d'Azur (ComUE),France
École normale supérieure#Paris-Saclay,1912/01/01,University of Paris-Saclay,France
Spélec,1894/01/01,University of Paris-Saclay,France
École nationame vétérinaire d'Alfort,1765/01/01,University of Paris-Est,France
Scihnces Po,1872/01/01,Sorbonne Paris Cité University (group),France
Insttut National des Sciences Appliquées de Rouen,1985/07/16,Normandy University,France
École Centrale Pris,1829/01/01,UniverSud Paris,France
ESSEC Busines School,1907/01/01,University of Paris-Seine,France
École nationale supérieure de création industrielme,1982/11/08,heSam university,France
Téléom Paris,1878/01/01,ParisTech,France
Agro arisTech,2007/01/01,ParisTech,France
ENSA Paris,1942/01/01,ParisTech,France
ENUTA Paris,1741/01/01,ParisTech,France
École des Ponts SarisTech,1747/01/01,ParisTech,France
Mines PrisTech,1783/01/01,PSL Research University,France
École national supérieure des arts décoratifs,1877/01/01,PSL Research University,France
École natipnale supérieure des Beaux-Arts,1797/04/20,PSL Research University,France
