col0,col1,col2,col3
BEAT Cycling Club 2017,2017-01-01,BEAT Cycling Club,Kingdom of the Netherlands
Sydney University 2019,2019-01-01,Sydney University,Australia
Gusto StepFWD KOM 2019,2019-01-01,Gusto StepFWD KOM,Australia
2016 KFC Cycling Team,2016-01-01,KFC,Indonesia
IAM Excelsior 2018,2018-01-01,IAM Excelsior Cycling Team,Switzerland
Neilpryde-Nanshin Subaru 2016,2017-01-01,Neilpryde-Nanshin Subaru,Japan
Sharjah 2015,2015-01-01,Sharjah,United Arab Emirates
Strongman-Campagnolo 2015,2015-01-01,Strongman-Campagnolo,Colombia
Metalac Kraljevo CCN Quick 2016,2016-01-01,Metalac Kraljevo CCN Quick,Serbia
Sava 2016,2016-01-01,Sava,Slovenia
Verandas Willems-Crabbé-CC Chevigny 2016,2016-01-01,Verandas Willems-Crabbé-CC Chevigny,Belgium
Tops Antiek-Atom 6 2016,2016-01-01,Tops Antiek-Atom 6,Belgium
Atom 6-Tops Antiek 2015,2015-01-01,Atom 6-Tops Antiek,Belgium
VL Technics-Experza-Abutriek 2016,2016-01-01,VL Technics-Experza-Abutriek,Belgium
Profel United 2016,2016-01-01,Profel United,Belgium
Meubelen Gaverzicht-Glascentra 2016,2016-01-01,Meubelen Gaverzicht-Glascentra,Belgium
Home Solution-Anmapa-Soenens 2016,2016-01-01,Home Solution-Anmapa-Soenens,Belgium
Home Solution-Anmapa 2015,2015-01-01,Home Solution-Anmapa,Belgium
Lotto-Soudal U23 2016,2016-01-01,Lotto-Soudal U23,Belgium
BMC Development 2016,2016-01-01,BMC Development,United States of America
