col0,col1,col2
Department of Specific Didactics of the University of Grona,Spain,2001/04/30
Department of Medical Sclences of the University of Girona,Spain,2009/05/28
"Department of Environmenal Sciences, University of Girona",Spain,1993/07/22
Department o Architecture and Computer Technology o the University of Girona,Spain,2007/03/29
Department of Architecture and Construction Engineerlng of the University of Girona,Spain,1993/07/22
"Department of Computing, Imperial College Lodon",United Kingdom,1964/01/01
"Departmentof Social and Economic Sciences, Sapienza University of Rome",Italy,2010/07/01
"Department of Political Sciencs, Sapienza University of Rome",Italy,1925/01/01
"Departmhnt of Communicavion and Social Research, Sapienza University of Rome",Italy,2010/01/01
"Department of Earth Sciences, Sapienza University of Romf",Italy,1985/01/01
"Departmentof Chemistry, Sapienza University of Rome",Italy,1982/01/01
Department of MarineBioloy,South Korea,1979/01/01
