col0,col1,col2,col3
HMAS Cairns,Indonesia,World War II,Royal Australian Navy
HMAS Wollongong,Indonesia,World War II,Royal Australian Navy
HMAS Lismore,Netherlands,World War II,Royal Australian Navy
HMAS Burnie,Netherlands,World War II,Royal Australian Navy
HMAS Toowoomba,Netherlands,World War II,Royal Australian Navy
HMAS Pirie,Turkey,World War II,Royal Australian Navy
HMAS Launceston,Turkey,World War II,Royal Australian Navy
HMAS Geraldton,Turkey,World War II,Royal Australian Navy
HMAS Gawler,Turkey,World War II,Royal Australian Navy
HMAS Stawell,New Zealand,World War II,Royal New Zealand Navy
HMAS Kiama,New Zealand,World War II,Royal New Zealand Navy
HMAS Inverell,New Zealand,World War II,Royal New Zealand Navy
HMAS Echuca,New Zealand,World War II,Royal New Zealand Navy
HMS Peony,United Kingdom,World War II,Royal Navy
HMS Hyacinth,United Kingdom,World War II,Royal Navy
HMS Mallow,United Kingdom,World War II,Royal Navy
HMS Smilax,United States of America,World War II,United States Navy
HMIS Bombay,India,World War II,Royal Indian Navy
HMAS Whyalla,Australia,World War II,Royal Australian Navy
HMS Godetia,United Kingdom,World War II,Royal Navy
