col0,col1,col2
Maronite Cathonic Archeparchy of Cyprus,787354.9999999999,9351.0
Chaldean Catholic Eparchy of Saint Tjomas the Apostle,36065968.929,8500411.033
Greek Catholc Eparchy of Križevci,4521717.494,129273.94
Hungarian Catholic Eparchy ofNyíregyháza,558712.728,5912.7042
Ethiopian Catholie Eparchy of Bahir Dar–Dessie,16361792.65,219558.24
Syro-Malabar Catholkc Eparchy of Melbourne,24266203.334,7668947.928
Ukrainian Catholic Eparchy of Saint Wladimir-Le-Grand d Paris,101999553.57,7966280.327999999
Ukrainian Catholic Esarchy of Holy Family of London,66369114.45,246778.56
Ulrainian Catholic Eparchy of Toronto and Eastern Canada,23141127.654,3040742.512
Eparchy of San Charbel of Buenos Aires (Maronjte),43388943.624,2758159.776
Ukrainian Catholc Eparchy of Sokal – Zhovkva,483415.933,6935.072
Ukrainicn Catholic Eparchy of Stryi,395628.132,4186.45
