col0,col1,col2,col3
Midi lidi,Anděl Awards 2009,2006-01-01,Petr Marek
Jablkoň,Anděl Awards 2009,1977-01-01,Ingo Bellmann
Květy,Anděl Awards 2012,1993-01-01,Aleš Pilgr
Jammil e uma Noites,Latin Grammy Award for Best Portuguese Language Roots Album,1994-01-01,Levi Lima
Peneři strýčka Homeboye,Anděl Awards 2010,1993-01-01,Vladimir 518
Our Lady Peace,Juno Award for Rock Album of the Year,1992-01-01,Jeremy Taggart
Cancer Bats,Juno Award for Rock Album of the Year,2004-01-01,Liam Cormier
The Tragically Hip,Juno Award for Rock Album of the Year,1983-01-01,Gord Downie
Default,Juno Award for Rock Album of the Year,1999-01-01,Dallas Smith
Ivan & The Parazol,MTV Europe Music Award for Best Hungarian Act,2010-01-01,Máté Balla
Akcent,MTV Europe Music Award for Best Romanian Act,1999-01-01,Adrian Sînă
The Ark,MTV Europe Music Award for Best Nordic Act,1991-01-01,Ola Salo
Sugababes,MTV Europe Music Award for Best UK & Ireland Act,1998-01-01,Siobhán Donaghy
Band of Horses,Shortlist Music Prize,2004-01-01,Ben Bridwell
Stars,Shortlist Music Prize,2000-01-01,Amy Millan
Beirut,Shortlist Music Prize,2006-01-01,Zach Condon
Justice,Shortlist Music Prize,2003-01-01,Gaspard Augé
The Hives,Shortlist Music Prize,1989-01-01,Pelle Almqvist
Interpol,Shortlist Music Prize,1997-01-01,Paul Banks
Antony and the Johnsons,Shortlist Music Prize,1998-01-01,Anohni
Sigur Rós,Shortlist Music Prize,1994-01-01,Ágúst Ævar Gunnarsson
