col0,col1,col2
27th U-boat Flotilla,German submarine U-D4,1940-01-01
8th U-boat Flotilla,German submarine U-269,1941-01-01
33rd U-boat Flotilla,German submarine U-309,1944-09-21
10th U-boat Flotilla,German submarine U-459,1942-01-01
23rd U-boat Flotilla,German submarine U-97,1941-09-01
13th U-boat Flotilla,German submarine U-365,1943-01-01
12th U-boat Flotilla,German submarine U-459,1941-01-01
18th U-boat Flotilla,German submarine U-1008,1945-01-01
19th U-boat Flotilla,German submarine U-59 (1938),1943-10-01
22nd U-boat Flotilla,German submarine U-146,1941-01-01
32nd U-boat Flotilla,German submarine U-2365,1944-08-01
24th U-boat Flotilla,German submarine U-287,1939-01-01
31st U-boat Flotilla,German submarine U-1006,1943-01-01
5th U-boat Flotilla,German submarine U-627,1941-06-01
4th U-boat Flotilla,German submarine U-1306,1941-01-01
29th U-boat Flotilla,German submarine U-652,1941-12-01
1st U-boat Flotilla,German submarine U-629,1935-09-25
21st U-boat Flotilla,German submarine U-121,1935-01-01
7th U-boat Flotilla,German submarine U-97,1939-01-01
11th U-boat Flotilla,German submarine U-1017,1942-01-01
