col0,col1,col2,col3,col4,col5
Bangkok Bank,financial services,1944-11-20,Thailand,Bangkok,commercial bank
National Bank of Canada,financial services,1859-01-01,Canada,Montreal,commercial bank
Shinhan Bank,Finance,1897-01-01,South Korea,Seoul,commercial bank
National Bank of Canada,financial services,1859-01-01,Canada,Montreal,credit institution
Clydesdale Bank,financial services,1838-01-01,United Kingdom,Glasgow,brick and mortar company
Syndicate Bank,financial services,1925-01-01,India,Manipal,financial institution
Clydesdale Bank,financial services,1838-01-01,United Kingdom,Glasgow,financial institution
Mandiri Bank,financial services,1998-10-02,Indonesia,Jakarta,financial institution
Bangkok Bank,financial services,1944-11-20,Thailand,Bangkok,financial institution
National Bank of Canada,financial services,1859-01-01,Canada,Montreal,financial institution
