col0,col1,col2
Barcelona Zoo,hippopotamus,International Union for Conservation of Nature
bioparco,northern giraffe,The Lemur Conservation Association
San Diego Zoo,Lampropeltis getula,Association of Zoos and Aquariums
Florida Aquarium,pelagic thresher,Association of Zoos and Aquariums
Philadelphia Zoo,aardvark,Association of Zoos and Aquariums
Virginia Zoological Park,tiger,World Association of Zoos and Aquariums
London Zoo,Nephila edulis,British and Irish Association of Zoos and Aquariums
Riverbanks Zoo,Gentoo Penguin,American Public Gardens Association
Omaha’s Henry Doorly Zoo and Aquarium,Sumatran orangutan,World Association of Zoos and Aquariums
Nuremberg Zoo,polar bear,European Association of Zoos and Aquaria
