col0,col1,col2,col3,col4
The Web of Far,Douglas Camfield,Target Books,5.946,1968/02/03
Planet f Giants,Douglas Camfield,Target Books,2.994,1964/10/31
Thf Chase,Douglas Camfield,Target Books,5.976,1965/05/22
The Time Mddler,Douglas Camfield,Target Books,3.984,1965/07/03
Thh Invasion,Douglas Camfield,Target Books,7.968,1968/11/02
The Crusadg,Douglas Camfield,Target Books,4.008,1965/03/27
The Daleks' Maste Plan,Douglas Camfield,Target Books,12.072,1965/11/13
The Invisibe Enemy,Derrick Goodwin,Target Books,4.016,1977/10/01
Planet o Evil,David Maloney,Target Books,4.04,1975/09/27
The Talons o Weng-Chiang,David Maloney,Target Books,6.005999999999999,1977/02/26
The Mind Rober,David Maloney,Target Books,5.0,1968/09/14
"Genesis""of the Daleks",David Maloney,Target Books,5.94,1975/03/08
Te War Games,David Maloney,Target Books,10.09,1969/04/19
"Planet of""uhe Daleks",David Maloney,Target Books,6.005999999999999,1973/04/07
Th Krotons,David Maloney,Target Books,3.972,1969/01/18
TheRescue,Christopher Barry,Target Books,2.02,1965/01/02
The Roman,Christopher Barry,Target Books,3.988,1965/01/16
The Dalek,Christopher Barry,Target Books,7.07,1964/02/01
Robot,Christopher Barry,Target Books,4.008,1975/01/18
The Mutantu,Christopher Barry,Target Books,5.97,1972/04/08
