col0,col1,col2,col3,col4
Zackenberg Station,research station,1997-01-01,Northeast Greenland National Park,Greenland
Sermilik Station,research station,1970-01-01,Sermersooq,Greenland
Post Office Research Station,research station,1925-01-01,London Borough of Brent,United Kingdom
Pacific Biological Station,research station,1908-01-01,British Columbia,Canada
Konza Prairie,research station,1971-01-01,Kansas,United States of America
Fowlers Gap Arid Zone Research Station,research station,1966-01-01,New South Wales,Australia
Värriö Subarctic Research Station,research station,1967-01-01,Salla,Finland
University Marine Biological Station Millport,research station,1885-01-01,North Ayrshire,United Kingdom
Leskino,research station,1934-01-01,Taymyrsky Dolgano-Nenetsky District,Russia
Schneefernerhaus,research station,1931-06-20,Garmisch-Partenkirchen,Germany
Soudan Underground Mine State Park,research station,1884-01-01,Breitung Township,United States of America
Station biologique de Roscoff,research station,1872-01-01,Roscoff,France
Estação de Biologia Marítima,research station,1947-01-01,Maputo,Mozambique
