col0,col1,col2,col3,col4
Bergischer HC,2006-01-01,handball,Handball-Bundesliga,Germany
THW Kiel,1904-01-01,handball,Handball-Bundesliga,Germany
Eintracht Braunschweig,1895-01-01,association football,2. Bundesliga,Germany
1. FC Nürnberg,1900-01-01,association football,2. Bundesliga,Germany
Paris Saint-Germain Handball,1941-01-01,handball,LNH Division 1,France
Montpellier Handball,1982-01-01,handball,LNH Division 1,France
Sélestat Alsace Handball,1967-01-01,handball,LNH Division 1,France
USAM Nîmes Gard,1960-01-01,handball,LNH Division 1,France
Salzburger AK 1914,1914-01-01,association football,Austrian Regional League,Austria
Bjerringbro-Silkeborg,2005-01-01,handball,Danish Handball League,Denmark
BM Granollers,1944-01-01,handball,Liga ASOBAL,Spain
BM Ciudad Encantada,1989-01-01,handball,Liga ASOBAL,Spain
